Probe Name	Accession #	NS Probe ID	Class Name	Analyte Type	Class Active	BT549 ABCB1 24 minus doxy.RCC	BT549 ABCB1 24 plus doxy.RCC	BT549 ABCB1 4 minus doxy.RCC	BT549 ABCB1 4 plus doxy.RCC	BT549 ABCB1 72 minus doxy.RCC	BT549 ABCB1 72 plus doxy.RCC	BT549 GFP 24 minus doxy.RCC	BT549 GFP 24 plus doxy.RCC	BT549 GFP 4 minus doxy.RCC	BT549 GFP 4 plus doxy.RCC	BT549 GFP 72 minus doxy.RCC	BT549 GFP 72 plus doxy.RCC	CAMA-1 ABCB1 24 minus doxy.RCC	CAMA-1 ABCB1 24 plus doxy.RCC	CAMA-1 ABCB1 4 minus doxy.RCC	CAMA-1 ABCB1 4 plus doxy.RCC	CAMA-1 ABCB1 72 minus doxy.RCC	CAMA-1 ABCB1 72 plus doxy.RCC	CAMA-1 GFP 24 minus doxy.RCC	CAMA-1 GFP 24 plus doxy.RCC	CAMA-1 GFP 4 minus doxy.RCC	CAMA-1 GFP 4 plus doxy.RCC	CAMA-1 GFP 72 minus doxy.RCC	CAMA-1 GFP 72 plus doxy.RCC	HCC1428 ABCB1 24 minus doxy.RCC	HCC1428 ABCB1 24 plus doxy.RCC	HCC1428 ABCB1 4 minus doxy.RCC	HCC1428 ABCB1 4 plus doxy.RCC	HCC1428 ABCB1 72 minus doxy.RCC	HCC1428 ABCB1 72 plus doxy.RCC	HCC1428 GFP 24 minus doxy.RCC	HCC1428 GFP 24 plus doxy.RCC	HCC1428 GFP 4 minus doxy.RCC	HCC1428 GFP 4 plus doxy.RCC	HCC1428 GFP 72 minus doxy.RCC	HCC1428 GFP 72 plus doxy.RCC	Hs578T ABCB1 24 minus doxy.RCC	Hs578T ABCB1 24 plus doxy.RCC	Hs578T ABCB1 4 minus doxy.RCC	Hs578T ABCB1 4 plus doxy.RCC	Hs578T ABCB1 72 minus doxy.RCC	Hs578T Abcb1 72 plus doxy.RCC	Hs578T GFP 24 minus doxy.RCC	Hs578T GFP 24 plus doxy.RCC	Hs578T GFP 4 minus doxy.RCC	Hs578T GFP 4 plus doxy.RCC	Hs578T GFP 72 minus doxy.RCC	Hs578T GFP 72 plus doxy.RCC	MCF7 ABCB1 24 minus doxy.RCC	MCF7 ABCB1 24 plus doxy.RCC	MCF7 ABCB1 72 minus doxy.RCC	MCF7 ABCB1 72 plus doxy.RCC	MCF7 GFP 24 minus doxy.RCC	MCF7 GFP 24 plus doxy.RCC	MCF7 GFP 72 minus doxy.RCC	MCF7 GFP 72 plus doxy.RCC	T47D ABCB1 24 minus doxy.RCC	T47D ABCB1 24 plus doxy.RCC	T47D ABCB1 4 minus doxy.RCC	T47D ABCB1 4 plus doxy.RCC	T47D ABCB1 72 minus doxy.RCC	T47D ABCB1 72 plus doxy.RCC	T47D GFP 24 minus doxy.RCC	T47D GFP 24 plus doxy.RCC	T47D GFP 4 minus doxy.RCC	T47D GFP 4 plus doxy.RCC	T47D GFP 72 minus doxy.RCC	T47D GFP 72 plus doxy.RCC	ZR-75-1 ABCB1 24 minus doxy.RCC	ZR-75-1 ABCB1 24 plus doxy.RCC	ZR-75-1 ABCB1 4 minus doxy.RCC	ZR-75-1 ABCB1 4 plus doxy.RCC	ZR-75-1 ABCB1 72 minus doxy.RCC	ZR-75-1 ABCB1 72 plus doxy.RCC	ZR-75-1 GFP 24 minus doxy.RCC	ZR-75-1 GFP 24 plus doxy.RCC	ZR-75-1 GFP 4 minus doxy.RCC	ZR-75-1 GFP 4 plus doxy.RCC	ZR-75-1 GFP 72 minus doxy.RCC	ZR-75-1 GFP 72 plus doxy.RCC
DNAJA1	NM_001539.2	NM_001539.2:1338	Endogenous	mRNA	2	1634.9	1544.21	1648.25	1599.17	1532.69	1561.38	1597.56	1644.87	1715.71	1623.31	1591.56	1465.87	743.18	734.35	758.09	759.96	702.05	667.42	775.51	795.03	777.88	845.63	723.55	753.7	400.77	406.44	365.76	407.61	459.2	403.12	397.92	412.28	366.14	337.7	412.03	413.22	658.61	639.65	715.79	730.53	732.8	649.14	630.97	461.64	797.02	705.1	691.04	741.88	541.52	575.15	478.63	487.34	631.06	538.29	511.19	527.84	440.25	413.22	469.26	426.25	380.72	373.66	376.99	699.81	477.36	453.27	406.54	477.5	792.11	916.32	712.46	729.63	854.91	939.49	742.93	769.07	676.06	690.75	728.68	691.08
DNAJA4	NM_001130182.1	NM_001130182.1:1944	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	103.27	80.85	77.78	92.9	114.14	113.34	107.12	101.84	104.05	101.71	104.19	143.43	112.13	102.62	95.92	104.9	85.04	105.2	83.07	101.49	83.58	84.68	104.33	102.76	29.02	29.02	29.19	20	23.9	43.9	24.95	42.26	26	21.82	20	34.57	26.55	36.85	33.25	33.39	29.3	35.3	38.91	57.21	252.41	258.39	261.13	260.32	220.36	263.94	229.11	227.99	282.2	261.4	217.25	262.74	311.72	291.46	268.46	265.32	303.3	321.28	411.11	428.79	416.13	427.22	443.88	474.79
DNAJB1	NM_006145.2	NM_006145.2:1903	Endogenous	mRNA	2	531.26	454.68	446.92	431.25	500.74	489.66	547.65	554.02	496.27	390.43	566.22	533.75	787.19	751.86	876.62	785.71	822.33	816.96	806.93	760.53	853.86	919.42	779.51	815.57	274.1	280.44	258.24	267.74	272.12	269.82	265.83	260.06	272.62	234.1	261.48	294.07	663.65	567.73	686.6	632.95	611.33	657.51	681.77	397.44	650.1	635.68	677.04	699.39	480.46	429.36	412.13	404.9	458.65	459.85	406.66	458.63	586.02	548.95	646.95	612.05	591.78	539.74	533.2	421.15	705.05	642.5	560.27	455.41	605.68	739.4	655.2	660.24	638.82	718.43	782.17	780.87	762.71	654.72	771.02	781.56
DNAJB4	NM_007034.3	NM_007034.3:949	Endogenous	mRNA	2	327.3	278.82	432.59	348.47	331.06	284.32	428.13	336.23	584.13	452.93	371.11	309.53	20	20	33.34	24.62	24.55	20	20	20	20	20	20	20	48.8	53.85	40.05	32.97	20	32.12	44.86	68.5	40.79	36.86	39.62	44.82	275.05	290.17	313.57	286.58	263.85	306.28	261.12	360.05	189.83	211.23	223.98	320.52	20	24.83	20	21.91	24.79	20	21.36	31.37	38.15	53.29	51.05	62.6	49.66	50.42	41.66	154.11	50.99	58.97	48.28	139.37	20	22.5	20	21.43	20.85	20	20.43	20	28.5	20	20	20
DPY19L1	NM_015283.1	NM_015283.1:3605	Endogenous	mRNA	2	127.28	137.88	116.5	104.29	140.59	140.58	136.16	134.68	115.86	114.14	120.75	122.68	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	152.67	138.78	153.54	159.12	155.32	149.48	165.76	60.14	130.02	114.05	174.35	133.25	39.82	42.46	37.28	46.96	28.17	30.4	21.36	28.61	43.05	57.31	61.85	61.6	61.04	68.21	40.61	44.33	70.33	58.97	63.52	46.46	29.59	36.82	34.73	23.47	35.07	52.45	26.97	39.34	27.36	26.77	32.07	43.95
DSCAM	NM_001389.3	NM_001389.3:6820	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.77	37.6	22.14	20	20	20.88	30.74	25.37	24.87	20	29.05	24.05	20	20	20	20	20	20	20	36.57	20	20	20	20	99.54	104.14	117.89	123.14	92.41	76.48	105.29	107.04	34.24	36.19	20	20	20	41.52	20	47.5	20	20	20	41.89	20	20	20	20	20	20	20	20	20	20	20	20
DUSP5	NM_004419.3	NM_004419.3:675	Endogenous	mRNA	2	94.87	80.27	137.51	116.71	103.2	95.56	106.66	110.8	164.14	138.6	117.34	80.38	211.61	160.34	249.4	202.58	228.29	247.13	199.95	165.9	204.79	205.42	250.83	208.11	72.68	63	109.62	116.89	121.48	77.89	89.72	52.01	124.37	120.54	114.89	85.27	65.61	68.13	83.26	105.49	82.64	88.85	98.03	287.71	145.62	211.23	100.54	112.36	20	20	20	20	20	41.18	40.44	36.91	109.57	82.44	95.23	89.42	107.6	51.4	93.73	127.72	108.13	73.05	94.01	88.34	555.37	582.93	496.57	483.7	523.19	562.94	559.04	555.66	544.95	513.69	560.62	539.42
DUSP8	NM_004420.2	NM_004420.2:467	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.41	20	20	20	20	20	20	20	20
EDN2	NM_001956.3	NM_001956.3:862	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.43	20	20	20	20	20	23.68	20	20
EEF1A2	NM_001958.2	NM_001958.2:1045	Endogenous	mRNA	2	82.22	83.95	63.03	58.77	60.95	120.05	59	57.31	52.14	55.26	68.9	92.37	1125.77	1057.73	997.62	1019.63	1071.48	1123.91	1009.74	1033.21	999.19	1092.93	1175.05	1117.89	831.64	778.32	747.33	737.29	920.82	962.83	830.73	777.63	717.36	709.28	801.61	848.31	108.51	146.35	71.36	96.7	121.47	196.52	226.36	160.11	195.03	155.7	243.07	129.65	2634.59	2710.72	2578.55	2646.47	2712.45	2448.27	2404.87	2693.62	666.24	764.11	627.31	597.14	624.88	760.18	773.76	613.26	662.85	651.3	794.03	631.33	4655.03	4573.42	4266.33	4683.94	4857.47	4821.09	3682.8	3597.53	3827.22	3609.2	3589.52	3831.09
EFEMP1	NM_004105.3	NM_004105.3:1642	Endogenous	mRNA	2	393.7	309.46	411.58	361.72	370.53	352.24	388.04	373.49	379.45	393.15	409.32	342.67	865.06	789.59	843.28	815.93	791.64	804.37	835.5	735.89	589.61	719.98	777.58	717.14	451.64	403.39	417.41	424.59	510.22	550.08	507.57	449.07	435.79	385.52	462.21	525.82	762.06	642.17	653.08	643.5	753.71	625.1	756.63	279.59	728.11	703.12	618.5	240.57	322.52	272.35	282.14	288.02	292.99	281.4	253.31	205.78	496.99	560.01	531.1	482.88	534.88	654.41	469.67	404.27	463.29	483.19	402.73	469.88	754.63	711.78	703.08	718.41	721.28	723.12	389.86	399.29	451.47	441.63	404.11	382.59
EFHD1	NM_025202.3	NM_025202.3:734	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	1513.44	1259.84	1193.93	1278.17	1557.51	1613.46	1348.22	1360.09	1266.75	1258.47	1410.45	1459.59	1303.01	1259.95	1216.38	1309.74	1421.32	1349.9	1393.13	1278.71	1207.87	1272.12	1394.56	1354.45	20	20	20	20	20	21.95	20	20	20	20	20	20	20	20	20	20	20	20	20	20	640.81	615.31	618.48	545.48	686.96	618.82	604.01	522.49	603.07	609.93	663.17	534.62	765.48	720.99	762.21	768.41	781.93	832.71	595	600.9	677.2	647.51	676.08	671.26
EFS	NM_032459.1	NM_032459.1:2645	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	60.94	53.9	67.91	59.32	78.55	88.15	97.12	80.49	77.62	73.79	94.54	109.68	139.13	151.4	141.24	147.86	148.21	154.99	147.04	138.27	138.3	140.46	130.74	166.16	94.63	70.65	65.96	80.88	115.5	100.35	52.58	38.2	29.9	28.76	40.72	51.14	20	20	20	20	20	20	20	20	77.29	76.41	70.68	88.43	64.14	101.82	71.86	91.83	94.07	79.21	85.12	79.2	20	31.7	25.34	20	25.59	25.29	81.73	67.86	103.75	80.3	89.8	110.3
EGFR	NM_201282.1	NM_201282.1:1354	Endogenous	mRNA	2	212.66	192.41	246.38	208.59	209.85	229.82	230.71	241.67	265.52	247.3	242.86	262.29	20	20	20	20	20	20	20	20	20	20	20	20	51.91	71.13	46.38	57.94	68.03	53.8	48.18	38.06	40.79	34.87	62.07	60.12	208.18	230.88	271.4	355.15	239.95	282.24	200.52	163.36	237.93	183.47	208.71	282.35	20	20	20	20	20	20	20	20	42.07	58.31	41.23	50.67	63.11	78.09	35.41	55.94	40.44	55.45	63.52	65.49	24.66	37.84	34.73	42.86	29.38	35.59	44.95	28.52	47.88	26.77	38.49	31.88
EGR1	NM_001964.2	NM_001964.2:1505	Endogenous	mRNA	2	25.3	42.89	38.2	52.15	28.4	41.86	20.42	31.52	38.62	45.29	20	28.2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	46.68	93.36	50.82	79.12	50.78	90.94	69.51	88.59	91.01	387.76	50.91	46.82	27.87	21.63	29.22	40.7	25.92	35.3	27.47	45.22	20	20	20	20	20	20	20	20	20	20	20	20	90.75	137.04	112.64	100.01	98.57	134.88	49.86	72.78	50.16	58.68	57.73	68.94
EIF2AK2	NM_001135652.2	NM_001135652.2:516	Endogenous	mRNA	2	245.87	252.47	214.86	206.93	223.71	279.58	269.29	303.76	259.72	256.36	259.92	294.73	262.4	238.49	262.99	238.4	229.52	239.26	247.08	243.11	222.96	235.34	223.82	215.14	212.84	207.28	189.73	206.8	167.64	206.38	217.65	206.78	193.02	199.24	149.23	182.56	310.38	343.16	327.62	343.73	335.53	369	409.95	279.59	340.65	339.16	404.7	350.77	431.36	479.82	384.92	388.21	416.95	443.18	489.06	505.69	243.6	272.47	201.25	220.58	204.85	341.04	227.03	1286.69	215.38	245.56	212.16	741	251.54	249.53	228.1	259.2	206.62	265.08	192.07	193.74	185.83	199.71	252.73	195.6
ELF3	NM_001114309.1	NM_001114309.1:460	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	641.6	599.6	556.84	509.25	493.4	536.77	428.46	441.86	376.56	331.07	414.84	410.6	444.37	455.21	550.22	409.61	398.46	412.76	466.87	469.37	516.38	429.35	336.76	411.04	20	20	20	20	20	20	20	20	20	20	20	20	518.95	441.37	567.3	530.13	593.88	661.83	695.06	798.21	348.29	316.7	317.09	258.33	347.62	435.94	325.96	648.09	351.65	303.65	365.89	731.1	3793.86	3638.69	3501.3	3799.2	3889.77	3759.83	2696.31	2786.17	3139.75	2750.65	2905.74	2940.96
ELF5	NM_001422.2	NM_001422.2:1195	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	240.88	203.22	259.3	206.8	221.09	184.7	211	177.6	221.87	205.21	208.66	238.31	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	424.6	379.04	352.43	313.97	411.76	342.03	498.83	378.93	362.19	371.42	409.08	392.97	20	20	20	20	20	20	20	20	20	20	20	20
ENPP1	NM_006208.1	NM_006208.1:2610	Endogenous	mRNA	2	151.79	143.39	148.97	136.58	151.68	147.69	168.68	172.89	171.86	171.21	188.97	164.28	20	20	24.69	29.1	27	31.48	45.7	20	20	20	20	35.15	20	20	20	20	20	20	20	20	20	20	20	20	51.73	85.79	69.2	72.96	55.76	82.58	73.08	44.7	91.01	71.4	69.99	105.88	99.54	81.71	99.76	93.92	104.8	88.24	107.58	141.19	79.24	82.44	79.52	76.51	74.49	86	91.64	64.39	76.48	66.01	59.71	42.65	118.37	132.95	108.89	108.17	131.74	164.86	142.21	107.2	116.29	125.59	141.12	115.47
EPGN	NM_001013442.1	NM_001013442.1:160	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	26.65	23.67	20	28.16	30.61	20	20	20	20	20	20	20	20
EPHA4	NM_004438.3	NM_004438.3:20	Endogenous	mRNA	2	70.36	42.28	53.48	52.97	59.56	47.39	71.1	51.58	77.24	68.85	69.58	56.41	20	20	20	20	20	20	20	20	20	20	20	20	45.68	39.63	31.62	20	48.59	50.59	28.24	20	24.87	20	20	20	49.21	41.63	55.14	50.11	43.81	49.13	20	30.07	20	20	31.82	51.86	398.18	290.78	373.83	273.41	382.02	280.42	374.62	287.91	45.98	49.27	77.55	72.53	80.7	69.2	54.15	70.72	72.09	77.45	59.71	105.1	74.97	85.91	78.85	75.51	74.88	92.73	20	20	31.92	35	20	20
EPSTI1	NM_001002264.2	NM_001002264.2:820	Endogenous	mRNA	2	41.11	34.93	28.65	20	40.86	42.65	53.71	39.16	34.76	47.11	47.07	46.54	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	193.16	20	20	20	83.77	20	20	20	20	20	20	20	20	20	20	20	20
ERBB2	NM_001005862.1	NM_001005862.1:1255	Endogenous	mRNA	2	26.09	22.06	20	27.32	20	36.33	26.47	28.66	26.07	22.65	21.83	26.09	152.36	145.52	90.13	91.78	150.96	168.43	141.39	167.55	120.56	91.74	131.2	170.14	97.6	96.53	68.51	53.95	82.61	98.77	86.4	101.49	53.73	78.7	73.95	85.27	40.37	46.68	44.33	32.53	49.78	58.54	50.8	24.38	37.71	46.61	36.91	37.45	59.73	70.49	76.58	70.96	72.12	69.61	83.16	70.13	105.66	114.62	108.97	99.36	101.39	171.02	76.02	90.78	88.79	73.05	111.8	129.47	226.88	226.01	192.43	243.89	287.18	257.59	195.34	220.3	230.29	258.39	236.05	255.06
ERBB3	NM_001005915.1	NM_001005915.1:420	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	186.22	227.71	135.81	152.22	238.11	251.86	231.37	206.97	165.16	127.64	196.81	258.73	139.13	155.46	120.16	117.89	116.62	140.53	149.53	185.21	106.46	130.5	114.89	157.42	20	20	20	20	20	20	20	20	20	20	20	20	173.87	167.42	205.56	204.54	181.43	134.33	173.96	107.97	395.25	396.13	329.85	285.16	346.58	399.37	340.54	306.1	311.21	304.53	326.5	290.15	162.76	164.65	151.13	161.23	201.88	182.65	152.02	147.52	173.29	134.86	148.82	179.23
ETV1	NM_004956.4	NM_004956.4:1719	Endogenous	mRNA	2	35.58	79.66	34.38	56.29	51.94	78.19	49.92	78.33	38.62	50.73	50.48	58.52	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	100.94	134.99	90.83	99.34	143.37	163.07	198.74	189.37	170.32	103.14	221.44	261.46	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	32.55	35.79	22.53	32.65	26.54	32.78	46.59	44.26	44.46	23.68	55.16	45.67
EXTL1	NM_004455.2	NM_004455.2:1906	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
F2R	NM_001992.2	NM_001992.2:985	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	31.54	26.49	20	24.61	31.86	28.22	33.87	21.94	20	26.78	20	30.97	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
FAM131B	NM_001031690.2	NM_001031690.2:2870	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
FAM25A	NM_001146157.2	NM_001146157.2:261	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	47.4	41.77	35.81	32.46	47.87	33.06	55.7	36.14	34.68	20	55.95	49.22	20	21.34	33.73	23.98	20	20	23.26	20	20	22.91	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	122.29	106.57	123.7	115.26	107.6	78.09	127.05	63.33	123.08	113.54	107.99	29.7	20	20	20	20	20	20	28.61	32.45	37.62	30.88	47.47	35.33
FAM46B	NM_052943.3	NM_052943.3:1645	Endogenous	mRNA	2	20	26.35	20	20	20	33.96	20	21.97	20	20	21.15	33.14	323.34	317.99	325.95	293.24	332.61	363.62	331.34	335.09	313.8	331.07	324.15	361.38	20	20	20	20	20	20	20	20	20	20	20	20	89.58	79.48	88.66	71.21	101.56	81.54	57.04	165.8	58.51	70.41	73.81	47.54	29.2	29.64	26.2	38.61	39.44	48.04	28.23	41.53	90.01	107.58	105.04	95.38	107.6	110.72	91.64	143.55	97.58	104.74	119.42	201.81	91.74	113.52	106.07	114.29	95.73	97.41	41.68	41.31	62.7	33.97	26.94	48.25
FAM49A	NM_030797.2	NM_030797.2:700	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	232.57	228.62	211.87	205.8	201.66	220.83	225.96	210.58	165.16	176.32	228.47	202.24	42.9	45.42	27.03	34.28	22.9	32.4	44.56	66.65	41.61	40.66	54.72	27.37	20	20	20	20	20	20	20	20	20.54	29.16	20	20	33.11	32.62	22.91	24.28	20	29.04	29.22	20	163.75	152.38	146.44	160.21	157.33	159.24	56.39	60.98	64.98	65.88	62.86	56.01
FAM83A-AS1	NR_024479.1	NR_024479.1:151	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
FAT1	NM_005245.3	NM_005245.3:780	Endogenous	mRNA	2	246.66	273.91	279.8	293.02	267.34	289.85	322.99	299.93	321.51	317.96	348.6	326.45	411.37	420.4	397.57	407.4	509.35	568.25	339.91	392.59	386.47	339.05	281.7	461.22	67.49	64.01	71.68	69.93	63.17	87.53	78.92	86.26	58.7	61.76	59.43	61.22	951.32	827.63	873.66	1037.33	921.97	1017.1	881.4	486.03	813.92	683.29	893.39	942.84	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	723.06	745.53	781.93	820.46	819.85	839.26	535.34	641.22	731.93	638.25	611.94	578.2
FBN1	NM_000138.3	NM_000138.3:6420	Endogenous	mRNA	2	124.12	91.3	115.55	113.4	112.89	91.61	133.89	122.27	120.69	125.01	130.98	106.47	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	1169.59	1015.61	1137.49	1149.86	1226.64	1129.99	778.91	374.68	712.5	582.13	703.77	816.07	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
FERMT1	NM_017671.4	NM_017671.4:1469	Endogenous	mRNA	2	22.14	20.22	20	24	23.55	20	26.47	26.75	30.9	36.23	47.07	23.97	20	20	20	20	20	20	20	20	20	20	20	20	43.61	40.64	28.46	40.96	55.88	42.56	42.37	39.33	30.84	28.89	36.98	37.17	103.46	65.6	82.18	77.36	92.6	80.49	71.3	45.51	66.31	52.56	81.45	86.43	20	20	20	20	20	20	20	20	69.46	69.37	80.5	66.57	70.35	60.3	86.44	50.67	80	79.21	72.42	66.26	28.61	35.79	32.85	30.61	24.64	37.47	24.52	20	25.08	20	20	20
FGFBP2	NM_031950.3	NM_031950.3:951	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	273.93	233.26	268.01	250.38	281.4	157.18	260.35	155.16	238.24	258.76	260.44	129.47	20	20	20	20	20	20	20	20	20	20	20	20
FILIP1L	NM_014890.2	NM_014890.2:2165	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	50.44	52.07	55.42	58.44	50.71	51.97	48.83	56.29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
FKBP4	NM_002014.3	NM_002014.3:310	Endogenous	mRNA	2	557.35	638.52	598.76	541.34	560.99	604.18	585.47	684.88	588	543.52	566.22	602.14	878.61	958.02	1171.71	1097.97	1030.98	1078.26	951.18	964.22	985.98	1108.89	1095.94	1064.46	6224.36	5629.13	6515.14	6373.89	7422.46	7142.16	6616.73	5716.14	6157.73	6225.12	6797.17	7246.69	623.28	616.94	590.37	606.58	576.48	629.28	620.27	433.2	577.28	520.65	600.68	672.02	882.62	805.85	777.9	737.8	922.93	741.25	756.86	716.08	3049.46	2880.5	2928.43	2611.14	3018.89	2508.89	3022.14	2435.1	2725.25	2547.11	3103.7	2460.6	4579.07	4474.22	4072.03	4115.54	4687.81	4571.93	4671.75	4105.98	4792.85	4254.66	4381.07	4236.94
FLRT2	NM_013231.4	NM_013231.4:3265	Endogenous	mRNA	2	26.09	31.25	28.65	23.18	29.78	24.48	27.23	21.97	38.62	35.33	35.47	21.15	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
FN1	NM_212482.1	NM_212482.1:1776	Endogenous	mRNA	2	89.33	82.11	114.59	133.26	83.8	71.87	149.77	122.27	223.03	168.49	137.8	86.73	20	20	20	20	20	20	20	20	20	20	20	20	45.68	42.68	52.7	54.95	75.32	52.2	73.93	49.47	51.74	65.75	59.43	57.94	9303.75	6647.53	8824.17	8784.79	10506.1	6285.51	5430.08	3093.34	4899.12	4348.63	5286.52	4167.51	37.16	35.25	52.4	37.57	52.96	31.38	67.9	59.06	77.29	59.32	60.87	67.56	54.83	62.28	66.65	100.27	60.66	61.61	81.31	47.98	29.59	20	20	22.45	21.8	20.61	29.42	27.54	26.22	21.62	32.07	20
FOLR1	NM_000802.2	NM_000802.2:815	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	27.18	20	20	20	20	20	20	20	20	20	20	20	20	20	20	369.81	425.29	369.12	353.72	353.82	405.3	329.08	232.22	328.79	335.33	320.15	145.46	20.72	20	20	20	20	20	40.05	34.42	41.04	31.91	46.18	42.22
FOXM1	NM_202002.2	NM_202002.2:462	Endogenous	mRNA	2	1055.41	1088.92	1058.09	950.23	1179.47	1201.24	1164.13	1126.19	1069.79	1051.71	1237.5	1205.7	128.66	154.95	440.78	466.72	274.93	229.82	201.38	128.12	440.97	390.9	322.22	253.11	1339.35	1247.76	1536.82	1567.5	1703.16	1566.71	1540.17	1222.89	1373.03	1438.48	1700.94	1429.88	971.51	928.56	976.38	957.33	728.82	638.69	859.12	467.33	748.91	684.28	800.49	842.72	473.83	454.99	455.45	389.25	508.23	388.27	392.93	292.52	670.16	669.6	782.42	726.31	740.76	594.11	757.1	481.32	750.76	722.59	724.16	509.48	1644.4	1574.93	1619.24	1605.19	1728.79	1724.43	1792.36	1616.82	1913.04	1781.95	1798.61	1669.1
