Probe Name	Accession #	NS Probe ID	Class Name	Analyte Type	Class Active	BT549 ABCB1 24 minus doxy.RCC	BT549 ABCB1 24 plus doxy.RCC	BT549 ABCB1 4 minus doxy.RCC	BT549 ABCB1 4 plus doxy.RCC	BT549 ABCB1 72 minus doxy.RCC	BT549 ABCB1 72 plus doxy.RCC	BT549 GFP 24 minus doxy.RCC	BT549 GFP 24 plus doxy.RCC	BT549 GFP 4 minus doxy.RCC	BT549 GFP 4 plus doxy.RCC	BT549 GFP 72 minus doxy.RCC	BT549 GFP 72 plus doxy.RCC	CAMA-1 ABCB1 24 minus doxy.RCC	CAMA-1 ABCB1 24 plus doxy.RCC	CAMA-1 ABCB1 4 minus doxy.RCC	CAMA-1 ABCB1 4 plus doxy.RCC	CAMA-1 ABCB1 72 minus doxy.RCC	CAMA-1 ABCB1 72 plus doxy.RCC	CAMA-1 GFP 24 minus doxy.RCC	CAMA-1 GFP 24 plus doxy.RCC	CAMA-1 GFP 4 minus doxy.RCC	CAMA-1 GFP 4 plus doxy.RCC	CAMA-1 GFP 72 minus doxy.RCC	CAMA-1 GFP 72 plus doxy.RCC	HCC1428 ABCB1 24 minus doxy.RCC	HCC1428 ABCB1 24 plus doxy.RCC	HCC1428 ABCB1 4 minus doxy.RCC	HCC1428 ABCB1 4 plus doxy.RCC	HCC1428 ABCB1 72 minus doxy.RCC	HCC1428 ABCB1 72 plus doxy.RCC	HCC1428 GFP 24 minus doxy.RCC	HCC1428 GFP 24 plus doxy.RCC	HCC1428 GFP 4 minus doxy.RCC	HCC1428 GFP 4 plus doxy.RCC	HCC1428 GFP 72 minus doxy.RCC	HCC1428 GFP 72 plus doxy.RCC	Hs578T ABCB1 24 minus doxy.RCC	Hs578T ABCB1 24 plus doxy.RCC	Hs578T ABCB1 4 minus doxy.RCC	Hs578T ABCB1 4 plus doxy.RCC	Hs578T ABCB1 72 minus doxy.RCC	Hs578T Abcb1 72 plus doxy.RCC	Hs578T GFP 24 minus doxy.RCC	Hs578T GFP 24 plus doxy.RCC	Hs578T GFP 4 minus doxy.RCC	Hs578T GFP 4 plus doxy.RCC	Hs578T GFP 72 minus doxy.RCC	Hs578T GFP 72 plus doxy.RCC	MCF7 ABCB1 24 minus doxy.RCC	MCF7 ABCB1 24 plus doxy.RCC	MCF7 ABCB1 72 minus doxy.RCC	MCF7 ABCB1 72 plus doxy.RCC	MCF7 GFP 24 minus doxy.RCC	MCF7 GFP 24 plus doxy.RCC	MCF7 GFP 72 minus doxy.RCC	MCF7 GFP 72 plus doxy.RCC	T47D ABCB1 24 minus doxy.RCC	T47D ABCB1 24 plus doxy.RCC	T47D ABCB1 4 minus doxy.RCC	T47D ABCB1 4 plus doxy.RCC	T47D ABCB1 72 minus doxy.RCC	T47D ABCB1 72 plus doxy.RCC	T47D GFP 24 minus doxy.RCC	T47D GFP 24 plus doxy.RCC	T47D GFP 4 minus doxy.RCC	T47D GFP 4 plus doxy.RCC	T47D GFP 72 minus doxy.RCC	T47D GFP 72 plus doxy.RCC	ZR-75-1 ABCB1 24 minus doxy.RCC	ZR-75-1 ABCB1 24 plus doxy.RCC	ZR-75-1 ABCB1 4 minus doxy.RCC	ZR-75-1 ABCB1 4 plus doxy.RCC	ZR-75-1 ABCB1 72 minus doxy.RCC	ZR-75-1 ABCB1 72 plus doxy.RCC	ZR-75-1 GFP 24 minus doxy.RCC	ZR-75-1 GFP 24 plus doxy.RCC	ZR-75-1 GFP 4 minus doxy.RCC	ZR-75-1 GFP 4 plus doxy.RCC	ZR-75-1 GFP 72 minus doxy.RCC	ZR-75-1 GFP 72 plus doxy.RCC
ROR2	NM_004560.2	NM_004560.2:735	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	93.11	80.85	60.5	61.56	61.37	72.41	84.26	75.56	74.32	95.73	84.9	60.46	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	71.42	70.38	66.76	74.52	86.9	89.96	68.73	83.39	72.09	64.25	82.58	90.63	26.63	25.57	26.28	29.59	20	28.1	50.67	47.21	61.56	50.44	60.3	37.05
RRM2	NM_001034.1	NM_001034.1:1615	Endogenous	mRNA	2	1519.48	1607.33	1647.29	1479.98	1600.57	1670.37	1555.2	1577.05	1593.09	1390.51	1683.65	1582.92	457.08	358.41	1802.63	1759.44	1329.22	975.95	615.55	310.45	1395.57	1615.47	1364.14	1030.71	1602.03	1133.95	1925.77	1829.25	2201.23	1883.91	1914.82	1281.25	1838.66	1870.82	2029.77	1801.56	3178.21	2383.22	3280.54	3402.97	2531.94	2229.67	3314.37	1068.77	3250.48	2888.84	3343.21	2384.11	1494.48	1353.76	1463.09	1195.92	1471.73	1100.1	1227.62	907.1	1482.17	1199.46	1605.09	1498.33	1591.18	1280.15	1503.78	867.64	1572.73	1498.87	1443.23	796.59	3149.72	3145.76	3273.2	3364.48	3299.29	3320.53	3747.37	2985.81	3700.67	3442.43	3672.91	3315.79
S100A7	NM_002963.3	NM_002963.3:22	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	87.79	85.91	84.48	74.49	49.29	35.59	28.61	26.55	30.78	26.77	20	20
SALL2	NM_005407.1	NM_005407.1:4150	Endogenous	mRNA	2	30.04	37.99	30.56	34.76	35.32	39.49	31.01	39.16	23.17	27.18	36.16	37.37	20	32.34	20	20	29.46	37.78	28.56	34.49	20	20	42.45	33.75	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	34.18	20	20	28.97	20	20	20	20	20	20	20	20	20	20	20	20	20	20.43	27.54	20	20	20	20
SAMD11	NM_152486.2	NM_152486.2:280	Endogenous	mRNA	2	81.43	85.79	71.62	62.08	93.5	81.35	80.18	98.39	63.72	57.98	100.96	93.78	20	32.34	27.16	20	31.91	36.2	28.56	32.85	20	20	20	20	31.15	22.35	29.51	20	20	20.88	23.26	20	20	28.89	29.05	26.24	30.28	46.68	32.44	27.25	64.72	39.72	30.3	20	67.61	82.31	39.45	38.89	37.16	30.44	41.31	37.57	43.95	38.24	29.76	32.3	39.13	42.23	34.36	29.81	37.24	32.62	28.12	33.78	36.04	29.04	44.47	44.93	58.2	53.18	45.06	42.86	65.4	47.77	108.7	117.03	109.45	110.15	130.85	144.76
SAMHD1	NM_015474.2	NM_015474.2:640	Endogenous	mRNA	2	295.67	314.36	250.2	268.18	308.2	359.35	313.91	310.44	293.52	282.63	343.83	372.28	77.87	111.84	79.02	94.02	85.91	97.59	68.55	65.7	72.67	105.7	82.97	88.59	48.8	44.71	28.46	37.96	48.59	30.52	34.06	54.55	38.8	30.88	31.69	47.01	80.75	117.33	91.91	95.82	80.65	123.35	150.61	92.65	126.12	108.1	147.63	92.2	108.83	122.56	101.77	92.88	113.82	106.87	138.86	134.73	231.86	252.36	222.85	209.65	255.54	263.94	223.9	1859.84	202.2	250.84	241.39	850.66	52.28	75.68	44.12	60.21	49.29	64.63	70.29	72.78	67.26	76.18	85.95	77.55
SDPR	NM_004657.5	NM_004657.5:1784	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SELENBP1	NM_003944.2	NM_003944.2:1425	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	885.38	852.92	496.34	437.62	630.86	768.16	809.79	816.38	502.07	558.43	654.09	700.26	234.65	224.56	191.84	158.85	177.36	201.56	267.49	254.98	200.98	211.19	209.98	247.06	20	27.76	21.63	20	20	33.45	20	20	20	20	20	20	318.54	340.44	303.3	336.03	281.72	306.89	222.79	223.31	147.73	136.74	131.55	131.15	139.67	115.66	143.71	158.33	152.97	142.58	133.4	138.6	170.65	174.88	157.7	155.11	159.23	197.64	568.03	606.8	702.28	645.46	754.34	797.07
SERPINB1	NM_030666.2	NM_030666.2:886	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	82.95	72.76	74.08	62.68	41.73	70.83	81.41	83.77	66.06	83.76	67.53	73.12	78.91	87.38	64.3	65.94	75.32	93.15	79.75	83.73	62.68	80.69	71.31	75.43	282.62	379.75	269.23	256.7	332.55	401.4	364.5	330.79	319.85	287.59	342.34	299.63	264.12	295.58	246.87	309.94	280.6	231.39	263.99	328.51	47.94	80.43	54.98	55.64	57.94	76.12	66.65	100.27	51.87	61.61	54.63	74.63	84.83	119.65	89.18	98.99	110.89	122.7	89.09	91.46	116.29	102.94	82.1	97.37
SH3BGR	NM_007341.2	NM_007341.2:292	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	32.34	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23.07	40.11	57.31	33.38	50.67	53.8	83.04	44.78	96.05	33.41	50.17	47.01	150.03	20	20	20	20	20	20	20	20	20	20	20	20
SH3BP2	NM_003023.4	NM_003023.4:4420	Endogenous	mRNA	2	21.35	20	20	20	20	22.11	20	20	20	20	20	20	38.94	29.64	41.98	68.27	41.73	34.63	20	20	46.24	45.87	40.52	36.56	20	20	25.3	20	20	23.29	20.77	20	20	20	38.3	26.24	20	30.28	20	21.98	22.9	37.63	30.3	20	20	20	34.36	20	47.78	46.46	45.34	46.96	51.84	49.02	28.99	35.99	50.87	44.24	31.41	37.76	33.11	33.61	49.99	20	35.16	22	31.76	25.89	26.63	28.64	49.75	34.7	34.12	36.53	42.5	35.4	41.04	36.03	34.64	36.19
SHROOM2	NM_001649.2	NM_001649.2:7315	Endogenous	mRNA	2	20	20	39.15	36.42	20	20	24.21	24.84	35.72	38.95	39.57	30.32	20	30.99	25.93	20	20	20	20	20	20	20	20	37.97	85.14	91.45	79.05	77.93	92.33	104.39	83.07	93.87	84.57	76.71	104.33	102.76	60.56	60.56	104.88	91.43	71.69	78.4	65.06	49.58	92.31	66.44	76.36	72.03	54.42	40.05	31.24	35.48	43.95	48.04	35.1	31.37	58.7	71.38	53.99	41.73	64.14	65.24	44.78	89.72	41.32	47.53	48.28	68.54	47.35	31.7	31.92	33.68	35.07	32.78	26.97	28.52	20	36.03	41.05	30.16
SLC26A2	NM_000112.3	NM_000112.3:6490	Endogenous	mRNA	2	39.53	55.76	51.57	49.66	56.1	69.5	55.22	51.58	61.79	68.85	65.49	46.54	20	20	20	20	27	20	34.28	20	51.2	20	46.31	20	64.37	66.05	96.97	80.92	102.04	73.08	71.44	64.7	69.65	70.73	69.99	52.47	83.27	93.36	90.83	89.67	66.71	94.08	91.79	38.2	72.81	52.56	90.36	70.59	20	22.43	25.19	20	22.54	20	22.13	20	56.74	71.38	62.83	48.69	62.07	98.85	61.44	35.89	59.78	70.41	64.79	42.65	51.3	42.95	30.98	33.68	35.07	52.45	25.34	23.6	22.8	21.62	20	23.27
SLC34A2	NM_006424.2	NM_006424.2:2465	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	52.28	33.75	22.53	33.68	20.85	20	22.07	20	20	20	25.66	20
SLC38A3	NM_006841.4	NM_006841.4:1206	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SLC47A2	NM_152908.3	NM_152908.3:382	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SLC7A8	NM_001267036.1	NM_001267036.1:2662	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	314.88	238.49	164.21	172.36	235.65	250.28	211.37	211.9	145.34	185.48	173.65	156.08	176.5	149.37	167.6	165.84	199.23	141.33	228.45	152.23	158.2	162.38	204.69	145.39	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	26.41	31.17	26.51	27.82	23.8	33.61	35.41	40.11	24.62	23.76	20	34.27	20	20	20	20	20	20	20	20	20	20	20	20
SNN	NM_003498.4	NM_003498.4:935	Endogenous	mRNA	2	103.56	92.53	66.85	76.15	96.27	89.24	96.07	112.71	77.24	68.85	88.69	90.25	186.22	191.33	104.95	89.54	166.92	188.89	201.38	188.9	109	143.6	171.72	212.33	258.53	292.63	283.54	283.73	238.1	246.53	272.48	274.01	230.83	268.97	216.58	235.03	60.56	104.72	48.66	62.42	66.71	96.17	90.01	37.39	62.41	50.58	78.9	56.9	197.76	205.07	189.44	236.89	211.86	175.51	158.7	179.94	115.44	114.62	79.52	93.4	88.97	158.17	99.97	73.89	83.52	106.5	125.77	80.73	277.19	332.37	276.91	304.1	257.8	307.23	266.44	264.55	266.78	220.3	230.92	206.81
SOX10	NM_006941.3	NM_006941.3:2159	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPARC	NM_003118.3	NM_003118.3:974	Endogenous	mRNA	2	1257.8	1305.23	1273.91	1179.51	1185.71	1262.84	1575.63	1471.02	1719.57	1528.2	1506.28	1491.25	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21620.43	19016.55	19923.3	19878.08	21700.18	20292.81	13953.5	7665.89	13118.92	13148.03	13899.71	11596.41	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPINK6	NM_205841.3	NM_205841.3:488	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPON1	NM_006108.2	NM_006108.2:1090	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPP1	NM_000582.2	NM_000582.2:760	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPRR1A	NM_005987.2	NM_005987.2:475	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPRR2A	NM_005988.2	NM_005988.2:397	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SPRR2D	NM_006945.4	NM_006945.4:351	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
STAT1	NM_139266.1	NM_139266.1:455	Endogenous	mRNA	2	590.56	571.11	581.57	600.1	612.25	693.42	663.38	699.21	748.27	652.22	622.16	731.88	238.7	253.32	233.35	239.52	254.06	250.28	248.51	256.25	219.66	287.19	256.62	305.14	477.6	442	431.11	505.52	459.2	470.58	495.94	504.89	418.87	472.19	478.06	475.53	730.52	643.43	685.52	698	699.94	742.18	581.95	707.1	490.17	506.76	563.78	749.81	980.84	1078.2	860.53	1105.13	867.71	1109.91	1310.78	1518.91	467.64	498.68	376.98	373.59	425.21	718.66	459.26	6106.22	433.4	466.47	499.29	3618.17	602.72	619.74	565.09	614.32	624.6	639.75	410.29	442.56	433.23	418.98	359.21	395.52
STC1	NM_003155.2	NM_003155.2:2265	Endogenous	mRNA	2	222.94	166.06	271.21	218.52	197.39	130.31	212.55	167.16	304.14	288.97	255.82	148.07	76.18	83.54	90.13	76.11	68.73	81.85	75.69	72.28	79.27	71.8	20	67.5	92.4	107.71	112.78	99.9	165.21	86.73	109.66	102.75	75.62	111.57	121.5	119.16	59.3	68.13	40.01	46.59	58.74	65.86	78.43	27.63	92.31	78.34	63.63	54.02	54.42	48.06	46.35	32.35	47.33	32.36	32.81	25.84	20	20	20	20	20	20	20	20	20.22	20	20	22.85	124.29	114.54	101.38	95.92	108.05	102.1	69.47	74.74	74.1	48.38	73.12	69.8
STEAP4	NM_024636.2	NM_024636.2:3555	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	68.06	46.02	67.59	62.25	38.86	46.83	20.43	20	26.22	27.79	20	20
STON1	NM_001198595.1	NM_001198595.1:4945	Endogenous	mRNA	2	20	20	20	20	20	22.11	20	20	20	20	20	21.86	20	28.3	20	20	20	31.48	20	20	20	20	20	20	20	20	20	20	20	20	20.77	20	20	20	20	20	30.28	20	20	20	26.88	39.72	25.84	20	20	20	40.72	20.89	20	26.43	28.21	22.96	20	20	21.36	20	20	20	20	20	20	28.67	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
SULF1	NM_001128204.1	NM_001128204.1:3004	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	377.25	252.33	375.2	309.44	395.27	272.83	132.79	118.66	137.82	146.77	156.53	219.68	151.31	125.76	130.99	142.97	156.64	131.38	128.94	117.19	100.77	127.69	101.12	83.46	118.98	135.43	118.72	114	101.1	99.46	115.61	122.61	20	20	20	20	20	20	20	20	20	20	20	20
SYNGR1	NM_145731.3	NM_145731.3:296	Endogenous	mRNA	2	107.52	94.37	90.72	98.5	90.73	147.69	105.9	99.34	97.52	93.3	99.6	100.83	291.18	304.52	212.36	266.38	265.11	311.67	202.8	261.18	198.19	217.39	239.25	253.11	144.32	145.3	149.68	134.87	165.21	159.8	157.84	169.99	146.26	149.43	124.14	179.28	291.45	262.42	225.98	261.97	247.92	328.23	236.17	156.05	218.43	210.24	265.98	264.34	82.29	66.49	81.62	79.31	61.98	60.79	66.38	52.6	188.82	193.04	163.95	152.02	158.29	172.99	183.29	134.05	163.52	137.3	166.43	143.17	118.37	120.68	112.64	133.68	114.68	129.26	107.88	128.83	133.39	106.03	123.16	121.5
TAGLN3	NM_001008273.1	NM_001008273.1:455	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TAP1	NM_000593.5	NM_000593.5:2075	Endogenous	mRNA	2	56.13	56.38	72.58	64.56	67.18	73.45	83.96	64	69.52	81.53	59.35	61.34	50.79	40.42	54.33	44.77	41.73	59.82	31.42	42.71	20	45.87	40.52	40.78	37.38	27.43	22.14	24.98	20	23.29	28.24	25.37	20.89	24.9	20	29.52	71.92	69.39	68.12	65.93	67.7	75.26	70.4	56.08	67.61	40.66	56	61.22	42.47	33.64	32.24	24	32.68	46.08	43.49	58.14	131.1	144.78	110.93	116.25	123.11	160.14	133.3	1087.19	123.96	117.06	138.48	542.99	52.28	53.18	46.93	64.29	46.44	50.58	40.87	37.37	43.32	37.06	32.07	44.81
TCF7	NM_201633.2	NM_201633.2:519	Endogenous	mRNA	2	59.29	38.61	65.89	67.87	55.41	48.18	48.41	35.34	54.07	48.92	48.44	46.54	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	127.43	89.58	138.4	118.68	113.5	112.89	147.05	73.15	124.82	113.05	148.9	128.21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TCN1	NM_001062.3	NM_001062.3:1005	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TF	NM_001063.2	NM_001063.2:640	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TFCP2L1	NM_014553.2	NM_014553.2:312	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TFPI2	NM_006528.3	NM_006528.3:524	Endogenous	mRNA	2	45.85	45.96	50.61	51.32	34.63	31.59	62.78	43.94	77.24	79.72	34.11	21.86	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	146.98	139.08	141.74	144.91	140.27	130.2	120.96	84.58	80.94	68.97	98.78	87.03
THBS2	NM_003247.3	NM_003247.3:905	Endogenous	mRNA	2	329.67	190.58	293.17	276.46	303.35	154.01	382.75	267.46	426.76	313.43	342.46	251.01	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25.23	20	21.63	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
THY1	NM_006288.2	NM_006288.2:135	Endogenous	mRNA	2	1344.76	1198.6	1325.47	1243.25	1290.29	1318.92	1602.1	1507.32	1604.68	1494.68	1577.23	1386.9	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	6482.6	5363.19	5824.75	6209.92	5720.01	5991.78	4267.06	2155.42	4139.81	3743.69	4609.48	3523.58	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TIMP3	NM_000362.4	NM_000362.4:1640	Endogenous	mRNA	2	20	20	20	20	20	20	31.77	20	54.07	23.55	27.29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5045.52	2959.78	5460.37	5306.21	5470.1	4667.36	2713.7	1254.89	2782.41	2090.52	2993.24	2824.92	20	20	20.15	20	22.54	20	38.15	26.76	20	20	20	20	20	20	20	24.28	20	20	20	35.79	20	20	20	20	20	20	20	20	20	20	20	20
TK1	NM_003258.1	NM_003258.1:1215	Endogenous	mRNA	2	68.78	55.15	84.04	61.25	69.26	79.77	75.64	68.77	58.9	58.88	74.36	66.28	38.94	20	80.25	85.06	56.46	42.5	20	20	66.06	67.81	63.67	50.62	263.72	259.1	312	284.73	444.62	338.88	278.29	286.7	314.4	290.88	344.68	315.93	203.13	156.44	193.55	213.62	164.28	153.66	192.5	78.84	192.43	193.38	204.89	115.24	171.22	130.57	150.14	127.31	148.75	97.07	125.13	85.82	189.8	189.02	168.85	163.94	227.61	132.46	172.87	108.72	184.61	153.14	223.6	94.43	164.74	129.88	153.01	138.78	160.18	133.95	152.84	128.83	125.41	116.33	160.36	119.78
TLR2	NM_003264.3	NM_003264.3:2402	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TMCC2	NM_014858.2	NM_014858.2:2792	Endogenous	mRNA	2	23.72	21.45	20	20	20	22.11	22.69	20	20	20	20.47	23.27	20	20	20	20	20	20	20	20	20	20	20	20	31.15	26.42	27.41	26.97	20	31.32	24.92	20	22.88	28.89	27.73	24.05	20	20	20	20	20	20	20.5	31.7	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
TMEM121	NM_025268.2	NM_025268.2:362	Endogenous	mRNA	2	22.14	30.03	32.47	20	29.78	30.01	33.28	30.57	22.21	20.83	35.47	27.5	20	36.38	20	32.46	25.77	33.06	48.56	20	20	20	57.88	46.4	23.88	39.63	31.62	31.97	20	32.12	34.06	38.06	36.81	22.91	30.37	28.42	20	20	20	20.22	20	24.04	21.39	20	20	20	30.54	20	88.93	60.08	70.53	69.92	86.77	56.87	61.04	65.52	21.52	34.18	20	20	22.76	20	31.24	20	20	20	26.68	20	80.89	93.06	86.36	72.45	83.41	102.1	161.83	142.6	149.35	133.83	169.34	149.93
